,y_pred_exp,y_test_exp
14239,119230.0,144900.0
14240,31083.0,8000.0
14241,232230.0,196999.0
14242,481020.0,479900.0
14243,224063.0,170000.0
14244,185653.0,154900.0
14245,427440.0,550000.0
14246,212304.0,1400000.0
14247,385553.0,268000.0
14248,170496.0,154900.0
14249,234944.0,215000.0
14250,1547090.0,1790000.0
14251,149188.0,155000.0
14252,310413.0,325000.0
14253,384023.0,495000.0
14254,53448.0,150000.0
14255,301263.0,350000.0
14256,292859.0,399000.0
14257,643709.0,749000.0
14258,354707.0,375000.0
14259,707254.0,549990.0
14260,423736.0,650000.0
14261,120880.0,248900.0
14262,170469.0,187499.0
14263,215387.0,196500.0
14264,97122.0,129900.0
14265,478509.0,399990.0
14266,289725.0,199999.0
14267,619132.0,499900.0
14268,185690.0,499000.0
14269,420437.0,926724.0
14270,2078414.0,2000000.0
14271,706275.0,769000.0
14272,236375.0,195900.0
14273,734783.0,839000.0
14274,429223.0,274900.0
14275,445489.0,379900.0
14276,218097.0,243900.0
14277,230696.0,280000.0
14278,101719.0,23500.0
14279,249650.0,265990.0
14280,811553.0,629900.0
14281,266611.0,249000.0
14282,831800.0,849500.0
14283,239306.0,254900.0
14284,436296.0,389900.0
14285,62510.0,289000.0
14286,274035.0,229900.0
14287,329954.0,352900.0
14288,289819.0,367900.0
14289,237906.0,198000.0
14290,879705.0,721990.0
14291,141080.0,89500.0
14292,47054.0,99000.0
14293,200227.0,199900.0
14294,142843.0,150000.0
14295,965338.0,685000.0
14296,188993.0,179000.0
14297,340149.0,395000.0
14298,155268.0,139900.0
14299,176006.0,95000.0
14300,1032333.0,639900.0
14301,2901990.0,2898000.0
14302,156925.0,129990.0
14303,364868.0,874888.0
14304,287135.0,329000.0
14305,157200.0,102054.0
14306,472806.0,520000.0
14307,535782.0,819000.0
14308,331507.0,325000.0
14309,425252.0,339999.0
14310,1970132.0,3300000.0
14311,200037.0,239990.0
14312,483909.0,615000.0
14313,689377.0,659990.0
14314,193212.0,195900.0
14315,169081.0,147000.0
14316,144794.0,195000.0
14317,1209824.0,1450000.0
14318,94299.0,47000.0
14319,203249.0,179000.0
14320,336318.0,399990.0
14321,245154.0,220000.0
14322,120979.0,53600.0
14323,222848.0,199000.0
14324,859259.0,1299950.0
14325,2599725.0,3450000.0
14326,499828.0,450000.0
14327,254331.0,324500.0
14328,406815.0,229900.0
14329,980841.0,1090000.0
14330,207746.0,149000.0
14331,649154.0,719900.0
14332,206626.0,344513.0
14333,136227.0,114900.0
14334,352599.0,518000.0
14335,284863.0,142900.0
14336,258520.0,392990.0
14337,89633.0,179000.0
14338,194876.0,169900.0
14339,562919.0,550000.0
14340,1152937.0,649000.0
14341,234111.0,278573.0
14342,418504.0,520000.0
14343,1219985.0,1795000.0
14344,299518.0,283990.0
14345,209585.0,201990.0
14346,52610.0,13000.0
14347,381090.0,318990.0
14348,402447.0,399900.0
14349,455723.0,329995.0
14350,303594.0,290000.0
14351,630883.0,699000.0
14352,1913598.0,2799000.0
14353,309634.0,532596.0
14354,618845.0,560000.0
14355,743184.0,629990.0
14356,665482.0,798000.0
14357,943624.0,1300000.0
14358,926741.0,999000.0
14359,552485.0,1145000.0
14360,231353.0,249900.0
14361,603119.0,739000.0
14362,401531.0,355000.0
14363,138978.0,140400.0
14364,652036.0,790000.0
14365,153864.0,135000.0
14366,569367.0,500000.0
14367,338128.0,246558.0
14368,399860.0,570000.0
14369,495641.0,469000.0
14370,77375.0,69000.0
14371,262475.0,246990.0
14372,630520.0,509900.0
14373,114574.0,89000.0
14374,217167.0,258900.0
14375,344492.0,330000.0
14376,891849.0,599000.0
14377,89010.0,105900.0
14378,374127.0,375000.0
14379,7163566.0,9500000.0
14380,84892.0,25500.0
14381,7747954.0,8195000.0
14382,2003568.0,1599000.0
14383,453794.0,344900.0
14384,363919.0,249900.0
14385,249196.0,394500.0
14386,510209.0,383000.0
14387,275104.0,255000.0
14388,488724.0,600000.0
14389,120486.0,268301.0
14390,571025.0,649000.0
14391,214571.0,275758.0
14392,16992.0,10000.0
14393,646130.0,759000.0
14394,213434.0,115000.0
14395,445116.0,340000.0
14396,857805.0,939000.0
14397,165633.0,317130.0
14398,251242.0,279000.0
14399,198872.0,250000.0
14400,687415.0,7900000.0
14401,61884.0,99000.0
14402,511057.0,699900.0
14403,547575.0,565000.0
14404,311240.0,75000.0
14405,294374.0,399500.0
14406,307949.0,235000.0
14407,494595.0,630500.0
14408,277199.0,284900.0
14409,1480478.0,2345000.0
14410,194691.0,3990.0
14411,5495.0,1000.0
14412,811403.0,955000.0
14413,1248250.0,1150000.0
14414,185328.0,199900.0
14415,8391.0,54000.0
14416,266779.0,500000.0
14417,265637.0,298725.0
14418,419198.0,415000.0
14419,474171.0,612724.0
14420,136790.0,129000.0
14421,809484.0,999000.0
14422,214039.0,209900.0
14423,707152.0,659900.0
14424,439890.0,389000.0
14425,3083448.0,3325000.0
14426,672379.0,729000.0
14427,1581238.0,1699000.0
14428,281200.0,349999.0
14429,906660.0,1300000.0
14430,872441.0,750000.0
14431,987289.0,340000.0
14432,2278239.0,1980000.0
14433,307700.0,344990.0
14434,217890.0,249900.0
14435,802429.0,1499000.0
14436,447017.0,1400000.0
14437,242183.0,200000.0
14438,350620.0,358000.0
14439,474808.0,395000.0
14440,1093498.0,876995.0
14441,379844.0,429900.0
14442,403967.0,359900.0
14443,335645.0,419000.0
14444,410655.0,399000.0
14445,21439.0,6000.0
14446,72744.0,57000.0
14447,351194.0,387570.0
14448,781782.0,739000.0
14449,226921.0,198000.0
14450,400570.0,399000.0
14451,242480.0,169900.0
14452,195917.0,99000.0
14453,211271.0,205900.0
14454,125173.0,53900.0
14455,321867.0,434500.0
14456,450170.0,339500.0
14457,2007571.0,1490000.0
14458,48513.0,29900.0
14459,1199106.0,999999.0
14460,549458.0,523671.0
14461,827023.0,424900.0
14462,178676.0,197629.0
14463,410054.0,389952.0
14464,110417.0,45000.0
14465,61998.0,32000.0
14466,85941.0,165655.0
14467,161637.0,119000.0
14468,395746.0,335000.0
14469,894929.0,450000.0
14470,789762.0,1625000.0
14471,67441.0,87900.0
14472,419423.0,350351.0
14473,157703.0,154900.0
14474,288753.0,174900.0
14475,601314.0,898000.0
14476,173870.0,219000.0
14477,151434.0,210000.0
14478,33936.0,110000.0
14479,182722.0,294900.0
14480,266709.0,329895.0
14481,305898.0,249900.0
14482,454641.0,448990.0
14483,105280.0,73500.0
14484,124762.0,150000.0
14485,704884.0,855000.0
14486,396204.0,470000.0
14487,71844.0,20000.0
14488,381544.0,255000.0
14489,195368.0,317000.0
14490,7319.0,3990.0
14491,185306.0,185000.0
14492,783458.0,476900.0
14493,184357.0,159900.0
14494,556766.0,613618.0
14495,295481.0,320000.0
14496,279773.0,219900.0
14497,1007810.0,950000.0
14498,873477.0,915000.0
14499,1107.0,1000.0
14500,272381.0,249900.0
14501,997124.0,389000.0
14502,691730.0,780000.0
14503,48369.0,295000.0
14504,418046.0,349990.0
14505,561288.0,729950.0
14506,207754.0,169900.0
14507,609821.0,479900.0
14508,210648.0,197999.0
14509,203621.0,229990.0
14510,359440.0,425000.0
14511,136681.0,165000.0
14512,1262586.0,1390000.0
14513,180761.0,189900.0
14514,859696.0,689000.0
14515,319383.0,405000.0
14516,1191134.0,1299000.0
14517,740606.0,1200000.0
14518,175801.0,209990.0
14519,332955.0,255000.0
14520,117444.0,75000.0
14521,215099.0,164500.0
14522,109990.0,50000.0
14523,2050381.0,1344995.0
14524,100979.0,149900.0
14525,565416.0,899000.0
14526,464766.0,334900.0
14527,387179.0,364500.0
14528,191001.0,300000.0
14529,356719.0,295000.0
14530,395832.0,320000.0
14531,338227.0,365000.0
14532,848481.0,769000.0
14533,197635.0,189900.0
14534,315799.0,429990.0
14535,49446.0,29900.0
14536,505410.0,490000.0
14537,258895.0,295000.0
14538,549525.0,418990.0
14539,230442.0,179000.0
14540,372194.0,420000.0
14541,8256485.0,15500000.0
14542,234363.0,179900.0
14543,191680.0,202499.0
14544,346158.0,340000.0
14545,262694.0,240000.0
14546,603535.0,719900.0
14547,48535.0,50000.0
14548,317465.0,319000.0
14549,206437.0,210000.0
14550,54068.0,39000.0
14551,269919.0,464712.0
14552,240943.0,295000.0
14553,346968.0,345000.0
14554,161002.0,135000.0
14555,651907.0,619000.0
14556,182838.0,279900.0
14557,301829.0,419900.0
14558,35202.0,31000.0
14559,96344.0,100000.0
14560,28065.0,9000.0
14561,310609.0,250000.0
14562,447530.0,3250000.0
14563,211242.0,176500.0
14564,160005.0,79900.0
14565,201394.0,187000.0
14566,171541.0,285000.0
14567,163110.0,590000.0
14568,1434.0,1000.0
14569,7152782.0,10250000.0
14570,1218238.0,1099900.0
14571,201043.0,249900.0
14572,114742.0,99575.0
14573,105941.0,113000.0
14574,708000.0,775000.0
14575,54086.0,189000.0
14576,187860.0,145000.0
14577,442773.0,325000.0
14578,131125.0,185000.0
14579,174408.0,175000.0
14580,232095.0,221900.0
14581,311063.0,267900.0
14582,461040.0,375000.0
14583,433968.0,450000.0
14584,327089.0,231400.0
14585,345608.0,1720000.0
14586,20666.0,155000.0
14587,203491.0,224000.0
14588,457044.0,399990.0
14589,100193.0,110000.0
14590,102039.0,84000.0
14591,143715.0,70000.0
14592,155231.0,126192.0
14593,456847.0,559900.0
14594,241111.0,354990.0
14595,465796.0,477000.0
14596,267561.0,275000.0
14597,230319.0,145000.0
14598,404095.0,446400.0
14599,575164.0,538900.0
14600,370414.0,468900.0
14601,504765.0,599000.0
14602,181886.0,230000.0
14603,301664.0,248000.0
14604,422453.0,559990.0
14605,179962.0,169500.0
14606,199968.0,180000.0
14607,2423562.0,1300000.0
14608,1036.0,40756.0
14609,41304.0,38000.0
14610,424725.0,649900.0
14611,52533.0,55000.0
14612,959997.0,1220000.0
14613,591409.0,698000.0
14614,462278.0,325000.0
14615,87249.0,144900.0
14616,218466.0,185000.0
14617,602293.0,499000.0
14618,632501.0,430000.0
14619,1386.0,1000.0
14620,47062.0,72300.0
14621,15570.0,13500.0
14622,294015.0,264000.0
14623,191136.0,60000.0
14624,450655.0,475000.0
14625,252750.0,210000.0
14626,359732.0,398900.0
14627,314161.0,335000.0
14628,367292.0,318000.0
14629,287037.0,269900.0
14630,901696.0,1850000.0
14631,89500.0,20000.0
14632,693341.0,575000.0
14633,376964.0,699000.0
14634,63171.0,149900.0
14635,371003.0,329000.0
14636,308916.0,199000.0
14637,164923.0,169900.0
14638,351638.0,326705.0
14639,906808.0,2500000.0
14640,642029.0,638500.0
14641,522935.0,524950.0
14642,438438.0,222000.0
14643,444501.0,306000.0
14644,265393.0,317990.0
14645,535300.0,449995.0
14646,2055637.0,2165000.0
14647,166261.0,129480.0
14648,192271.0,184900.0
14649,552133.0,496000.0
14650,257792.0,239996.0
14651,108063.0,152721.0
14652,1471523.0,1595000.0
14653,384091.0,305000.0
14654,156181.0,239900.0
14655,335776.0,370000.0
14656,180381.0,78000.0
14657,163205.0,238900.0
14658,272950.0,268990.0
14659,345833.0,470000.0
14660,202141.0,202000.0
14661,12010215.0,18500000.0
14662,349850.0,325000.0
14663,345797.0,334900.0
14664,672035.0,744900.0
14665,329115.0,399000.0
14666,120670.0,118900.0
14667,1300465.0,1334619.0
14668,398362.0,535000.0
14669,281970.0,299000.0
14670,794815.0,517990.0
14671,138500.0,139000.0
14672,43379.0,19900.0
14673,312604.0,324950.0
14674,293077.0,234900.0
14675,851523.0,825000.0
14676,291607.0,287000.0
14677,241311.0,117670.0
14678,78439.0,37629.0
14679,505567.0,420000.0
14680,423997.0,359000.0
14681,94426.0,85000.0
14682,185714.0,85000.0
14683,88309.0,69900.0
14684,408294.0,535000.0
14685,100549.0,65000.0
14686,448756.0,489000.0
14687,1019920.0,585000.0
14688,574149.0,475000.0
14689,150649.0,114000.0
14690,252878.0,209900.0
14691,734192.0,680000.0
14692,110601.0,100000.0
14693,97900.0,99900.0
14694,259087.0,323963.0
14695,538323.0,535000.0
14696,10243.0,239800.0
14697,152432.0,19900.0
14698,438717.0,600000.0
14699,512428.0,532153.0
14700,99324.0,105500.0
14701,227440.0,450000.0
14702,101949.0,115000.0
14703,274750.0,445000.0
14704,211105.0,259000.0
14705,110105.0,58400.0
14706,423387.0,949000.0
14707,562920.0,532500.0
14708,296707.0,229900.0
14709,181295.0,209900.0
14710,203850.0,265000.0
14711,1018149.0,645950.0
14712,910121.0,645000.0
14713,288860.0,325990.0
14714,269395.0,255500.0
14715,225480.0,210000.0
14716,294185.0,385000.0
14717,7293417.0,22500000.0
14718,315074.0,439900.0
14719,198717.0,180000.0
14720,193962.0,180000.0
14721,747270.0,699000.0
14722,378693.0,324000.0
14723,402248.0,249999.0
14724,257545.0,205000.0
14725,219630.0,599900.0
14726,218033.0,194900.0
14727,38463.0,10000.0
14728,297195.0,348950.0
14729,2013432.0,799000.0
14730,248814.0,275000.0
14731,227562.0,59900.0
14732,824408.0,1149000.0
14733,1969381.0,1499900.0
14734,1036634.0,525000.0
14735,125415.0,54900.0
14736,416762.0,780000.0
14737,467304.0,599900.0
14738,108694.0,95000.0
14739,932218.0,695000.0
14740,68609.0,365000.0
14741,159842.0,159000.0
14742,189186.0,221990.0
14743,379213.0,479900.0
14744,340994.0,398700.0
14745,1459442.0,3495000.0
14746,225484.0,278120.0
14747,838709.0,799997.0
14748,431352.0,518000.0
14749,834044.0,990000.0
14750,88366.0,85888.0
14751,123343.0,590000.0
14752,280769.0,325000.0
14753,266404.0,239900.0
14754,372445.0,330000.0
14755,472936.0,420000.0
14756,252065.0,414136.0
14757,155139.0,250000.0
14758,292328.0,248990.0
14759,541283.0,340000.0
14760,362700.0,474900.0
14761,241342.0,65000.0
14762,188887.0,166000.0
14763,497982.0,565000.0
14764,156099.0,164900.0
14765,1106.0,1000.0
14766,368504.0,415000.0
14767,1344117.0,3995000.0
14768,226586.0,199000.0
14769,923447.0,899000.0
14770,53999.0,60000.0
14771,599699.0,650000.0
14772,1039921.0,1328000.0
14773,583789.0,980000.0
14774,90747.0,7000.0
14775,47666.0,55000.0
14776,223358.0,251900.0
14777,451993.0,699900.0
14778,134484.0,90000.0
14779,328654.0,273870.0
14780,440743.0,435900.0
14781,75105.0,49000.0
14782,514538.0,429900.0
14783,321434.0,269000.0
14784,423840.0,424000.0
14785,169682.0,450000.0
14786,315388.0,338900.0
14787,474079.0,350000.0
14788,408965.0,479900.0
14789,458297.0,425000.0
14790,114321.0,122500.0
14791,289281.0,164500.0
14792,387706.0,345000.0
14793,17975.0,25000.0
14794,247752.0,84900.0
14795,466038.0,459900.0
14796,385679.0,365000.0
14797,286393.0,250000.0
14798,413487.0,594900.0
14799,195453.0,220000.0
14800,3751080.0,3950000.0
14801,195497.0,250000.0
14802,295976.0,240000.0
14803,642322.0,881689.0
14804,145143.0,140000.0
14805,204404.0,128900.0
14806,316414.0,320990.0
14807,482937.0,649000.0
14808,79165.0,49139.0
14809,665866.0,850000.0
14810,470782.0,525000.0
14811,11735.0,9900.0
14812,246789.0,319200.0
14813,162585.0,230000.0
14814,200765.0,309000.0
14815,311852.0,359999.0
14816,649945.0,500000.0
14817,1773270.0,1550000.0
14818,285100.0,240000.0
14819,305788.0,225000.0
14820,138327.0,145900.0
14821,510662.0,585000.0
14822,2366433.0,2900000.0
14823,329491.0,385000.0
14824,427133.0,499900.0
14825,104561.0,55000.0
14826,690852.0,458500.0
14827,194257.0,535000.0
14828,222240.0,279000.0
14829,705608.0,1195000.0
14830,391382.0,400990.0
14831,178131.0,900000.0
14832,364304.0,304990.0
14833,501407.0,492695.0
14834,354128.0,334990.0
14835,183706.0,214920.0
14836,161647.0,125000.0
14837,108830.0,179900.0
14838,90647.0,65000.0
14839,661387.0,840000.0
14840,989818.0,2200000.0
14841,436286.0,599000.0
14842,253595.0,375000.0
14843,650209.0,600000.0
14844,97465.0,64900.0
14845,120010.0,155000.0
14846,144680.0,390000.0
14847,2110781.0,2775000.0
14848,600288.0,419000.0
14849,396433.0,540000.0
14850,1298275.0,1495000.0
14851,45913.0,30000.0
14852,742540.0,464500.0
14853,244036.0,319800.0
14854,845395.0,1450000.0
14855,386028.0,350000.0
14856,585893.0,309900.0
14857,191360.0,163500.0
14858,87129.0,134900.0
14859,404598.0,358990.0
14860,212255.0,211066.0
14861,226680.0,264900.0
14862,221538.0,210000.0
14863,408111.0,545000.0
14864,198877.0,235000.0
14865,304528.0,289900.0
14866,150901.0,235000.0
14867,258348.0,349900.0
14868,365875.0,1510000.0
14869,212096.0,304000.0
14870,226834.0,219900.0
14871,258893.0,184900.0
14872,482978.0,499000.0
14873,292790.0,290000.0
14874,154370.0,99990.0
14875,95881.0,44900.0
14876,233050.0,210000.0
14877,417204.0,329000.0
14878,141399.0,156950.0
14879,191766.0,164000.0
14880,429709.0,230000.0
14881,116251.0,145000.0
14882,102493.0,185000.0
14883,482685.0,450000.0
14884,471861.0,359900.0
14885,269345.0,559900.0
14886,1508145.0,995000.0
14887,544251.0,649500.0
14888,392206.0,269900.0
14889,1795423.0,2100000.0
14890,8539.0,7750.0
14891,814716.0,849000.0
14892,739003.0,620000.0
14893,133229.0,134900.0
14894,1696112.0,1450000.0
14895,35639.0,9300.0
14896,306196.0,264900.0
14897,723841.0,548749.0
14898,142296.0,59400.0
14899,245490.0,193900.0
14900,236095.0,349000.0
14901,158537.0,159000.0
14902,681268.0,375000.0
14903,839049.0,1950000.0
14904,752349.0,749000.0
14905,709552.0,424900.0
14906,365434.0,430000.0
14907,583319.0,468500.0
14908,414080.0,332888.0
14909,423626.0,638759.0
14910,4385998.0,6500000.0
14911,330509.0,237500.0
14912,274414.0,175000.0
14913,289006.0,475000.0
14914,2729090.0,4995000.0
14915,138481.0,119000.0
14916,845024.0,599900.0
14917,643922.0,600000.0
14918,48561.0,88100.0
14919,391901.0,324000.0
14920,442526.0,391499.0
14921,243373.0,290000.0
14922,366093.0,424900.0
14923,854760.0,429000.0
14924,215318.0,180000.0
14925,589414.0,697880.0
14926,149062.0,105000.0
14927,148951.0,189900.0
14928,225895.0,149900.0
14929,565784.0,749500.0
14930,360327.0,325000.0
14931,287478.0,223900.0
14932,26277.0,19900.0
14933,57900.0,85000.0
14934,290155.0,340000.0
14935,66070.0,30000.0
14936,164796.0,224000.0
14937,10171599.0,14250000.0
14938,273908.0,298900.0
14939,315199.0,323500.0
14940,651153.0,669000.0
14941,138184.0,175500.0
14942,611199.0,674900.0
14943,158970.0,163900.0
14944,21516.0,39800.0
14945,406823.0,347990.0
14946,505091.0,388000.0
14947,313180.0,315000.0
14948,307704.0,265000.0
14949,202687.0,158365.0
14950,389864.0,359500.0
14951,265458.0,309900.0
14952,531575.0,600000.0
14953,215636.0,379900.0
14954,603005.0,425000.0
14955,269683.0,200000.0
14956,367688.0,369900.0
14957,1024033.0,829000.0
14958,163928.0,149900.0
14959,78227.0,170000.0
14960,412020.0,537715.0
14961,1473210.0,1648000.0
14962,163161.0,150000.0
14963,705673.0,450000.0
14964,261450.0,225000.0
14965,181277.0,214998.0
14966,146515.0,169000.0
14967,390149.0,352950.0
14968,3227364.0,2699000.0
14969,52759.0,36000.0
14970,214028.0,229999.0
14971,618439.0,536047.0
14972,1738378.0,1199000.0
14973,211829.0,167500.0
14974,45473.0,49900.0
14975,477577.0,624900.0
14976,294995.0,399900.0
14977,874121.0,1352520.0
14978,271092.0,308163.0
14979,97521.0,109900.0
14980,505460.0,549000.0
14981,343583.0,341990.0
14982,394963.0,389990.0
14983,1161.0,1000.0
14984,596320.0,399000.0
14985,329154.0,387285.0
14986,624069.0,825000.0
14987,215587.0,219900.0
14988,401856.0,317500.0
14989,1193033.0,3295000.0
14990,171853.0,106000.0
14991,305567.0,269000.0
14992,371180.0,395000.0
14993,534467.0,550000.0
14994,166750.0,209900.0
14995,802006.0,799999.0
14996,141239.0,27900.0
14997,552460.0,294990.0
14998,82892.0,42000.0
14999,524006.0,562132.0
15000,47784.0,163000.0
15001,339466.0,285000.0
15002,199215.0,169000.0
15003,254470.0,270839.0
15004,182074.0,211500.0
15005,293191.0,314485.0
15006,653655.0,620000.0
15007,779382.0,1200000.0
15008,180529.0,170000.0
15009,322794.0,369900.0
15010,110335.0,650000.0
15011,192397.0,147700.0
15012,1482645.0,2199995.0
15013,2945869.0,3475000.0
15014,323351.0,410000.0
15015,768046.0,1099000.0
15016,174824.0,230000.0
15017,463619.0,715000.0
15018,532992.0,464900.0
15019,201577.0,199900.0
15020,135718.0,107900.0
15021,288754.0,599900.0
15022,247565.0,269900.0
15023,585042.0,599900.0
15024,518885.0,660000.0
15025,10718.0,9900.0
15026,92007.0,495000.0
15027,228281.0,159500.0
15028,133356.0,84900.0
15029,187573.0,59900.0
15030,260879.0,419900.0
15031,464824.0,484900.0
15032,191037.0,240000.0
15033,251407.0,315900.0
15034,385995.0,457998.0
15035,512846.0,669000.0
15036,147029.0,235000.0
15037,271310.0,235900.0
15038,418330.0,749000.0
15039,62321.0,29900.0
15040,291608.0,385000.0
15041,298388.0,245900.0
15042,158137.0,107000.0
15043,933164.0,1313000.0
15044,174122.0,249900.0
15045,1338521.0,1799000.0
15046,543919.0,1199000.0
15047,442043.0,474999.0
15048,485040.0,569000.0
15049,1252651.0,1220000.0
15050,740154.0,799500.0
15051,143085.0,152900.0
15052,888061.0,1290000.0
15053,71715.0,20000.0
15054,202005.0,450000.0
15055,47616.0,18000.0
15056,1120420.0,924900.0
15057,50654.0,140000.0
15058,306241.0,360000.0
15059,1617295.0,1100500.0
15060,346183.0,296990.0
15061,252235.0,218000.0
15062,112359.0,69900.0
15063,557940.0,459000.0
15064,120262.0,94900.0
15065,109726.0,79900.0
15066,294726.0,729000.0
15067,765848.0,780000.0
15068,206679.0,130000.0
15069,376680.0,2650000.0
15070,798014.0,899999.0
15071,319791.0,335000.0
15072,252471.0,199000.0
15073,276818.0,889900.0
15074,536310.0,335000.0
15075,377415.0,367000.0
15076,629706.0,735000.0
15077,326953.0,286476.0
15078,296144.0,400000.0
15079,702742.0,655000.0
15080,470581.0,417000.0
15081,323338.0,275900.0
15082,316087.0,329900.0
15083,295237.0,389900.0
15084,530753.0,534000.0
15085,595411.0,375000.0
15086,375768.0,299900.0
15087,299788.0,320000.0
15088,374846.0,499900.0
15089,135132.0,219000.0
15090,417104.0,385000.0
15091,293288.0,312000.0
15092,307770.0,166000.0
15093,278016.0,335000.0
15094,462667.0,599900.0
15095,493314.0,204500.0
15096,713226.0,1125000.0
15097,77094.0,159999.0
15098,742343.0,1058000.0
15099,297230.0,325000.0
15100,497134.0,460000.0
15101,924937.0,2393900.0
15102,366585.0,215000.0
15103,418551.0,334000.0
15104,46029.0,39894.0
15105,365689.0,288900.0
15106,232893.0,279900.0
15107,793276.0,1299999.0
15108,882144.0,852700.0
15109,1471.0,1000.0
15110,192995.0,137000.0
15111,6827.0,7500.0
15112,920045.0,499000.0
15113,106305.0,60000.0
15114,251181.0,224000.0
15115,100995.0,129900.0
15116,333887.0,305325.0
15117,245453.0,248500.0
15118,1443176.0,938000.0
15119,829447.0,1099990.0
15120,418145.0,549900.0
15121,195588.0,193990.0
15122,34540.0,15000.0
15123,167956.0,185402.0
15124,365562.0,402702.0
15125,2416415.0,1799000.0
15126,312926.0,299900.0
15127,89717.0,38000.0
15128,280601.0,224900.0
15129,519889.0,569900.0
15130,166027.0,225000.0
15131,214334.0,222000.0
15132,607201.0,1375000.0
15133,364069.0,420000.0
15134,406365.0,332000.0
15135,206106.0,198360.0
15136,1078484.0,1179000.0
15137,362026.0,245150.0
15138,249615.0,950000.0
15139,1292553.0,1150000.0
15140,76285.0,59950.0
15141,24081.0,25000.0
15142,412497.0,319950.0
15143,281313.0,330000.0
15144,408614.0,309000.0
15145,607305.0,599900.0
15146,1240899.0,1249900.0
15147,267033.0,210000.0
15148,361637.0,259500.0
15149,844904.0,695000.0
15150,236636.0,309495.0
15151,308474.0,329000.0
15152,489067.0,351000.0
15153,247188.0,169000.0
15154,24927.0,80000.0
15155,85126.0,160095.0
15156,393194.0,396000.0
15157,227140.0,189900.0
15158,372775.0,525000.0
15159,43680.0,62433.0
15160,452444.0,379000.0
15161,189576.0,138000.0
15162,110572.0,115000.0
15163,1221087.0,2450000.0
15164,220439.0,219000.0
15165,218972.0,269900.0
15166,324162.0,325000.0
15167,210234.0,168900.0
15168,274473.0,280000.0
15169,164060.0,79000.0
15170,29083.0,12000.0
15171,151206.0,175000.0
15172,303320.0,245000.0
15173,303642.0,247777.0
15174,158296.0,119000.0
15175,390973.0,225000.0
15176,270958.0,285930.0
15177,667374.0,450000.0
15178,462360.0,300000.0
15179,173162.0,152381.0
15180,259961.0,244900.0
15181,501332.0,474500.0
15182,656015.0,523995.0
15183,244665.0,249888.0
15184,2655502.0,7288000.0
15185,403248.0,297500.0
15186,101997.0,139000.0
15187,654972.0,545000.0
15188,144514.0,134400.0
15189,391428.0,499000.0
15190,237024.0,415000.0
15191,225787.0,214900.0
15192,7259.0,6000.0
15193,888973.0,600000.0
15194,366027.0,279900.0
15195,73217.0,101515.0
15196,106367.0,200000.0
15197,7663.0,4000.0
15198,933642.0,1728000.0
15199,276887.0,279642.0
15200,1043055.0,739999.0
15201,208356.0,179900.0
15202,165482.0,179500.0
15203,307949.0,295000.0
15204,113904.0,135000.0
15205,60023.0,70000.0
15206,543982.0,549900.0
15207,41120.0,15000.0
15208,348773.0,599999.0
15209,104696.0,9900.0
15210,506265.0,649995.0
15211,1321459.0,1295000.0
15212,133238.0,59900.0
15213,199808.0,144000.0
15214,618883.0,799000.0
15215,403016.0,379900.0
15216,413982.0,389000.0
15217,242715.0,239000.0
15218,530579.0,899000.0
15219,454709.0,385900.0
15220,219523.0,250000.0
15221,305563.0,549000.0
15222,236996.0,253000.0
15223,533518.0,549000.0
15224,518200.0,695000.0
15225,234003.0,147000.0
15226,717693.0,675000.0
15227,397670.0,605773.0
15228,194588.0,42000.0
15229,555807.0,629900.0
15230,545298.0,419942.0
15231,202390.0,155000.0
15232,292744.0,550000.0
15233,266889.0,700000.0
15234,437127.0,276500.0
15235,286715.0,395000.0
15236,255920.0,350000.0
15237,676045.0,595000.0
15238,374054.0,349000.0
15239,463671.0,555900.0
15240,273397.0,328930.0
15241,718578.0,750000.0
15242,6971625.0,950000.0
15243,482635.0,466000.0
15244,80659.0,258000.0
15245,408794.0,419000.0
15246,312553.0,227990.0
15247,503482.0,565000.0
15248,319184.0,323000.0
15249,46080.0,38500.0
15250,161910.0,137950.0
15251,473090.0,495000.0
15252,337938.0,325000.0
15253,5777788.0,11888000.0
15254,1950131.0,1199999.0
15255,383190.0,200000.0
15256,134651.0,394900.0
15257,317918.0,359900.0
15258,335863.0,342500.0
15259,6053526.0,11888000.0
15260,690046.0,550000.0
15261,3481726.0,3349000.0
15262,4126167.0,6350000.0
15263,505357.0,512000.0
15264,74669.0,49900.0
15265,563021.0,499000.0
15266,1151414.0,899000.0
15267,294652.0,289900.0
15268,59029.0,39900.0
15269,26793.0,9900.0
15270,472196.0,429990.0
15271,751132.0,939000.0
15272,443680.0,485000.0
15273,89565.0,174100.0
15274,142329.0,145000.0
15275,221155.0,220000.0
15276,307004.0,229900.0
15277,350615.0,299900.0
15278,158996.0,174999.0
15279,356274.0,259900.0
15280,530494.0,486990.0
15281,713866.0,1299999.0
15282,217074.0,235000.0
15283,120585.0,184900.0
15284,105233.0,475000.0
15285,446415.0,449000.0
15286,209111.0,205000.0
15287,625635.0,699000.0
15288,1065587.0,745800.0
15289,762826.0,641990.0
15290,235332.0,175000.0
15291,2338584.0,5900000.0
15292,7960291.0,7350000.0
15293,162537.0,468000.0
15294,146040.0,159900.0
15295,64677.0,35000.0
15296,97991.0,119000.0
15297,541219.0,538880.0
15298,152104.0,89900.0
15299,126348.0,149900.0
